,image_name,type,xmin,xmax,ymin,ymax
481,12424Date_05_08_2019.jpg,armature,445,702,40,309
482,12455Date_05_08_2019.jpg,armature,167,642,0,226
483,1245Date_02_08_2019.jpg,armature,106,576,107,327
484,12465Date_05_08_2019.jpg,armature,504,591,297,343
485,12467Date_05_08_2019.jpg,wood,198,249,89,284
486,12470Date_05_08_2019.jpg,armature,96,218,28,126
487,12472Date_05_08_2019.jpg,armature,389,499,46,149
488,12472Date_05_08_2019.jpg,wood,182,335,331,357
489,12474Date_05_08_2019.jpg,armature,128,338,0,317
490,12475Date_05_08_2019.jpg,armature,233,428,0,321
491,12478Date_05_08_2019.jpg,armature,81,212,164,386
492,1247Date_02_08_2019.jpg,armature,117,347,1,199
493,12480Date_05_08_2019.jpg,armature,352,699,88,417
494,12481Date_05_08_2019.jpg,armature,398,687,97,418
495,12486Date_05_08_2019.jpg,other,326,541,21,329
496,12488Date_05_08_2019.jpg,armature,230,314,118,257
497,12488Date_05_08_2019.jpg,wood,201,257,45,165
498,12489Date_05_08_2019.jpg,armature,138,369,218,319
499,12489Date_05_08_2019.jpg,wood,612,680,94,221
500,1248Date_02_08_2019.jpg,armature,101,248,161,376
501,12494Date_05_08_2019.jpg,wood,314,369,73,235
502,12496Date_05_08_2019.jpg,armature,98,305,56,347
503,12499Date_05_08_2019.jpg,armature,109,442,215,332
504,12499Date_05_08_2019.jpg,armature,120,222,35,156
505,12502Date_05_08_2019.jpg,armature,91,346,95,407
506,12505Date_05_08_2019.jpg,armature,111,469,46,274
507,12508Date_05_08_2019.jpg,wood,167,255,51,110
508,12512Date_05_08_2019.jpg,armature,140,452,148,420
509,12514Date_05_08_2019.jpg,armature,295,703,116,291
510,12515Date_05_08_2019.jpg,armature,208,278,155,419
511,12518Date_05_08_2019.jpg,armature,198,455,136,247
512,12523Date_05_08_2019.jpg,armature,173,251,124,413
513,12524Date_05_08_2019.jpg,wood,436,523,123,230
514,12536Date_05_08_2019.jpg,armature,78,703,13,164
515,12538Date_05_08_2019.jpg,armature,285,702,105,297
516,12538Date_05_08_2019.jpg,armature,122,264,7,408
517,1253Date_02_08_2019.jpg,armature,636,703,116,222
518,1253Date_02_08_2019.jpg,armature,1,306,105,330
519,12554Date_05_08_2019.jpg,armature,109,674,169,412
520,1255Date_02_08_2019.jpg,armature,135,483,0,309
521,12560Date_05_08_2019.jpg,armature,97,272,18,348
522,12570Date_05_08_2019.jpg,armature,106,478,127,320
523,12572Date_05_08_2019.jpg,armature,108,273,136,279
524,12573Date_05_08_2019.jpg,armature,99,701,185,316
525,12574Date_05_08_2019.jpg,armature,153,279,73,159
526,12575Date_05_08_2019.jpg,armature,140,677,110,190
527,12576Date_05_08_2019.jpg,armature,305,367,152,295
528,12578Date_05_08_2019.jpg,armature,84,418,65,271
529,12585Date_05_08_2019.jpg,armature,12,370,221,345
530,12588Date_05_08_2019.jpg,armature,214,422,1,342
531,12604Date_05_08_2019.jpg,armature,33,357,85,354
532,12610Date_05_08_2019.jpg,armature,52,259,55,172
533,12611Date_05_08_2019.jpg,armature,284,668,81,179
534,12613Date_05_08_2019.jpg,armature,1,391,12,309
535,12614Date_05_08_2019.jpg,armature,111,516,10,324
536,12616Date_05_08_2019.jpg,armature,158,348,0,371
537,12639Date_06_08_2019.jpg,armature,325,703,45,420
538,12649Date_06_08_2019.jpg,armature,2,364,151,329
539,12652Date_06_08_2019.jpg,armature,111,258,2,420
540,12654Date_06_08_2019.jpg,armature,1,186,294,420
541,12655Date_06_08_2019.jpg,armature,228,463,256,419
542,12657Date_06_08_2019.jpg,armature,316,530,3,195
543,12658Date_06_08_2019.jpg,armature,136,257,191,410
544,12658Date_06_08_2019.jpg,armature,4,72,182,262
545,12661Date_06_08_2019.jpg,armature,127,550,84,420
546,12663Date_06_08_2019.jpg,armature,1,457,7,155
547,12664Date_06_08_2019.jpg,armature,540,640,57,154
548,12668Date_06_08_2019.jpg,armature,5,127,1,222
549,1266Date_02_08_2019.jpg,armature,28,297,130,191
550,12672Date_06_08_2019.jpg,armature,144,454,221,362
551,12673Date_06_08_2019.jpg,armature,111,703,122,387
552,12677Date_06_08_2019.jpg,armature,199,602,92,420
553,12681Date_06_08_2019.jpg,armature,170,228,0,180
554,12683Date_06_08_2019.jpg,armature,129,519,177,373
555,12686Date_06_08_2019.jpg,armature,81,447,124,420
556,12690Date_06_08_2019.jpg,armature,117,615,30,419
557,12692Date_06_08_2019.jpg,armature,295,637,73,419
558,12693Date_06_08_2019.jpg,armature,235,502,256,359
559,12701Date_06_08_2019.jpg,armature,211,695,273,419
560,12703Date_06_08_2019.jpg,armature,14,213,46,352
561,12704Date_06_08_2019.jpg,armature,209,500,61,386
562,12705Date_06_08_2019.jpg,armature,583,702,91,393
563,12714Date_06_08_2019.jpg,armature,191,676,174,340
564,12720Date_06_08_2019.jpg,armature,88,498,3,344
565,12726Date_06_08_2019.jpg,other,104,230,0,296
566,12740Date_06_08_2019.jpg,armature,81,608,66,306
567,12741Date_06_08_2019.jpg,armature,387,702,273,336
568,12741Date_06_08_2019.jpg,other,170,419,118,413
569,12759Date_06_08_2019.jpg,armature,213,258,280,400
570,1275Date_02_08_2019.jpg,armature,174,558,2,420
571,12765Date_06_08_2019.jpg,armature,120,178,221,337
572,12772Date_06_08_2019.jpg,armature,109,196,89,265
573,12776Date_06_08_2019.jpg,armature,131,416,3,231
574,12782Date_06_08_2019.jpg,armature,245,668,91,368
575,1278Date_02_08_2019.jpg,armature,121,394,95,394
576,12795Date_06_08_2019.jpg,armature,54,339,34,148
577,12796Date_06_08_2019.jpg,armature,571,610,0,136
578,1279Date_02_08_2019.jpg,armature,393,680,126,405
579,12801Date_06_08_2019.jpg,armature,124,432,157,420
580,12812Date_06_08_2019.jpg,other,401,605,1,247
581,12815Date_06_08_2019.jpg,armature,202,468,3,174
582,12820Date_06_08_2019.jpg,armature,137,250,26,325
583,12829Date_06_08_2019.jpg,armature,422,673,1,251
584,12831Date_06_08_2019.jpg,armature,229,481,50,306
585,12834Date_06_08_2019.jpg,armature,396,641,0,419
586,12835Date_06_08_2019.jpg,armature,399,628,26,309
587,12836Date_06_08_2019.jpg,other,523,686,104,340
588,12840Date_06_08_2019.jpg,wood,134,237,0,242
589,12841Date_06_08_2019.jpg,wood,140,189,21,113
590,12856Date_06_08_2019.jpg,armature,350,384,237,386
591,1285Date_02_08_2019.jpg,armature,113,328,61,343
592,12864Date_06_08_2019.jpg,armature,152,414,0,418
593,1286Date_02_08_2019.jpg,armature,194,361,176,305
594,1286Date_02_08_2019.jpg,armature,217,321,75,233
595,12880Date_06_08_2019.jpg,armature,475,703,79,192
596,12886Date_06_08_2019.jpg,armature,206,306,86,395
597,12892Date_06_08_2019.jpg,armature,14,301,0,333
598,12893Date_06_08_2019.jpg,armature,140,408,5,343
599,12896Date_06_08_2019.jpg,armature,53,166,91,368
600,12896Date_06_08_2019.jpg,armature,111,405,137,371
601,12899Date_06_08_2019.jpg,armature,1,287,67,421
602,1289Date_02_08_2019.jpg,armature,161,291,6,174
603,12901Date_06_08_2019.jpg,armature,638,702,334,420
604,12903Date_06_08_2019.jpg,armature,382,629,82,382
605,12908Date_06_08_2019.jpg,armature,2,183,64,346
606,12909Date_06_08_2019.jpg,armature,235,485,35,347
607,12909Date_06_08_2019.jpg,armature,39,233,1,279
608,12911Date_06_08_2019.jpg,armature,371,673,34,329
609,12916Date_06_08_2019.jpg,other,95,319,102,383
610,12922Date_06_08_2019.jpg,armature,141,522,87,399
611,12923Date_06_08_2019.jpg,armature,472,661,280,420
612,12930Date_06_08_2019.jpg,other,255,414,181,417
613,12931Date_06_08_2019.jpg,armature,96,263,24,339
614,12932Date_06_08_2019.jpg,armature,176,413,64,355
615,12939Date_06_08_2019.jpg,wood,270,302,5,200
616,12951Date_06_08_2019.jpg,wood,101,131,132,230
617,12961Date_06_08_2019.jpg,other,154,198,147,254
618,12961Date_06_08_2019.jpg,other,190,338,248,420
619,12963Date_06_08_2019.jpg,armature,204,241,170,333
620,12972Date_06_08_2019.jpg,armature,201,418,43,360
621,12981Date_06_08_2019.jpg,armature,299,632,121,403
622,12982Date_06_08_2019.jpg,armature,501,682,154,251
623,12990Date_06_08_2019.jpg,armature,152,180,0,115
624,12995Date_06_08_2019.jpg,wood,90,158,147,233
625,12996Date_06_08_2019.jpg,armature,107,617,69,358
626,1299Date_02_08_2019.jpg,armature,176,474,83,284
627,13000Date_06_08_2019.jpg,wood,211,365,245,354
628,13001Date_06_08_2019.jpg,wood,480,642,272,375
629,13007Date_06_08_2019.jpg,wood,102,193,189,417
630,13012Date_06_08_2019.jpg,armature,122,294,198,255
631,13022Date_06_08_2019.jpg,armature,402,495,102,274
632,1302Date_02_08_2019.jpg,armature,129,653,42,297
633,13034Date_06_08_2019.jpg,wood,85,169,39,112
634,13036Date_06_08_2019.jpg,armature,110,333,60,351
635,13036Date_06_08_2019.jpg,wood,147,315,0,164
636,13036Date_06_08_2019.jpg,wood,629,703,83,154
637,13036Date_06_08_2019.jpg,wood,241,473,0,148
638,1303Date_02_08_2019.jpg,armature,200,633,190,347
639,13052Date_06_08_2019.jpg,armature,11,349,5,198
640,13053Date_06_08_2019.jpg,armature,12,448,0,204
641,13060Date_06_08_2019.jpg,armature,177,625,8,417
642,13065Date_06_08_2019.jpg,armature,154,378,50,139
643,1306Date_02_08_2019.jpg,armature,307,360,126,241
644,13098Date_06_08_2019.jpg,armature,382,462,49,125
645,13098Date_06_08_2019.jpg,armature,339,361,330,387
646,13103Date_06_08_2019.jpg,armature,100,165,277,420
647,13118Date_06_08_2019.jpg,armature,209,502,28,217
648,13121Date_06_08_2019.jpg,armature,129,348,1,271
649,13125Date_06_08_2019.jpg,armature,104,394,338,394
650,13128Date_06_08_2019.jpg,armature,219,624,59,306
651,13128Date_06_08_2019.jpg,other,602,703,133,314
652,13129Date_06_08_2019.jpg,armature,39,179,160,238
653,13130Date_06_08_2019.jpg,armature,242,381,178,220
654,13144Date_06_08_2019.jpg,armature,82,242,172,344
655,13148Date_06_08_2019.jpg,armature,99,384,37,378
656,13149Date_06_08_2019.jpg,armature,425,690,69,395
657,1314Date_02_08_2019.jpg,armature,0,191,362,420
658,13151Date_06_08_2019.jpg,wood,125,171,42,286
659,13164Date_06_08_2019.jpg,armature,188,302,3,395
660,13173Date_06_08_2019.jpg,armature,143,324,1,306
661,13174Date_06_08_2019.jpg,other,508,610,291,338
662,13191Date_06_08_2019.jpg,armature,118,614,30,281
663,13220Date_06_08_2019.jpg,armature,85,120,234,341
664,13232Date_06_08_2019.jpg,other,73,410,110,379
665,13237Date_06_08_2019.jpg,armature,337,548,78,420
666,13247Date_06_08_2019.jpg,wood,627,666,266,348
667,13262Date_06_08_2019.jpg,armature,393,602,34,242
668,13271Date_06_08_2019.jpg,armature,4,226,15,343
669,13278Date_06_08_2019.jpg,armature,328,479,37,147
670,1327Date_02_08_2019.jpg,armature,289,665,129,418
671,13284Date_06_08_2019.jpg,armature,179,496,135,321
672,13298Date_06_08_2019.jpg,wood,144,201,29,123
673,13301Date_06_08_2019.jpg,armature,236,369,144,281
674,1330Date_02_08_2019.jpg,armature,204,590,0,115
675,13365Date_06_08_2019.jpg,armature,237,438,1,419
676,13366Date_06_08_2019.jpg,armature,262,458,1,420
677,1336Date_02_08_2019.jpg,wood,308,378,162,325
678,13380Date_06_08_2019.jpg,armature,103,270,0,285
679,13384Date_06_08_2019.jpg,armature,155,411,112,357
680,13387Date_06_08_2019.jpg,armature,154,563,0,360
681,13390Date_06_08_2019.jpg,armature,172,396,0,193
682,13392Date_06_08_2019.jpg,armature,19,405,265,420
683,13393Date_06_08_2019.jpg,armature,105,518,271,420
684,13395Date_06_08_2019.jpg,armature,130,324,26,332
685,13396Date_06_08_2019.jpg,armature,177,369,33,332
686,13406Date_06_08_2019.jpg,wood,145,256,185,232
687,1344Date_02_08_2019.jpg,armature,22,352,72,371
688,13515Date_06_08_2019.jpg,armature,209,292,0,145
689,13524Date_06_08_2019.jpg,armature,141,355,151,418
690,13526Date_06_08_2019.jpg,armature,316,545,143,418
691,13538Date_06_08_2019.jpg,armature,200,514,1,418
692,13540Date_06_08_2019.jpg,wood,162,264,345,417
693,13541Date_06_08_2019.jpg,armature,16,435,112,298
694,13547Date_06_08_2019.jpg,armature,7,486,15,254
695,13548Date_06_08_2019.jpg,armature,223,704,41,270
696,13557Date_06_08_2019.jpg,armature,522,657,12,62
697,13559Date_06_08_2019.jpg,wood,174,283,72,252
698,13581Date_06_08_2019.jpg,armature,586,703,308,421
699,13601Date_06_08_2019.jpg,armature,397,554,33,322
700,13603Date_06_08_2019.jpg,armature,270,320,126,278
701,13614Date_06_08_2019.jpg,armature,250,497,4,413
702,13616Date_06_08_2019.jpg,wood,95,223,21,154
703,13626Date_06_08_2019.jpg,armature,142,368,10,305
704,13652Date_06_08_2019.jpg,armature,94,357,54,334
705,13662Date_06_08_2019.jpg,armature,148,371,40,166
706,13676Date_06_08_2019.jpg,armature,41,340,67,365
707,13682Date_06_08_2019.jpg,wood,79,248,38,308
708,13687Date_06_08_2019.jpg,armature,158,282,278,339
709,13687Date_06_08_2019.jpg,armature,209,545,0,419
710,13705Date_06_08_2019.jpg,armature,152,309,171,376
711,13710Date_06_08_2019.jpg,wood,253,374,357,406
712,13714Date_06_08_2019.jpg,wood,170,281,129,190
713,13728Date_06_08_2019.jpg,armature,118,158,209,324
714,13732Date_06_08_2019.jpg,armature,125,496,109,278
715,13743Date_06_08_2019.jpg,armature,0,214,96,315
716,13751Date_06_08_2019.jpg,armature,221,438,3,260
717,13755Date_06_08_2019.jpg,armature,0,259,136,304
718,13756Date_06_08_2019.jpg,armature,69,491,0,325
719,13757Date_06_08_2019.jpg,armature,3,401,161,364
720,13757Date_06_08_2019.jpg,armature,114,244,193,340
721,13773Date_06_08_2019.jpg,armature,144,496,5,287
722,13774Date_06_08_2019.jpg,armature,106,244,79,419
723,13776Date_06_08_2019.jpg,armature,232,703,150,403
724,13779Date_06_08_2019.jpg,armature,211,313,0,333
725,13785Date_06_08_2019.jpg,other,309,397,237,407
726,13789Date_06_08_2019.jpg,armature,138,352,80,158
727,13803Date_06_08_2019.jpg,armature,138,467,199,336
728,13808Date_06_08_2019.jpg,wood,323,544,98,318
729,13810Date_06_08_2019.jpg,armature,288,703,155,313
730,13814Date_06_08_2019.jpg,armature,281,372,213,293
731,13828Date_06_08_2019.jpg,wood,123,195,5,315
732,13830Date_06_08_2019.jpg,armature,157,326,268,421
733,13831Date_06_08_2019.jpg,armature,196,379,64,123
734,13832Date_06_08_2019.jpg,armature,174,434,26,275
735,13832Date_06_08_2019.jpg,wood,2,250,169,348
736,13834Date_06_08_2019.jpg,armature,97,354,33,287
737,13836Date_06_08_2019.jpg,armature,79,553,108,262
738,13840Date_06_08_2019.jpg,armature,119,585,0,197
739,13843Date_06_08_2019.jpg,armature,305,524,75,345
740,13845Date_06_08_2019.jpg,armature,116,258,228,360
741,13848Date_06_08_2019.jpg,armature,346,659,68,243
742,13849Date_06_08_2019.jpg,armature,478,697,91,238
743,1384Date_02_08_2019.jpg,armature,9,336,78,411
744,13852Date_06_08_2019.jpg,wood,230,369,93,254
745,13854Date_06_08_2019.jpg,armature,165,327,44,375
746,13855Date_06_08_2019.jpg,armature,490,653,66,402
747,13858Date_06_08_2019.jpg,wood,163,290,16,162
748,13862Date_06_08_2019.jpg,armature,2,313,1,339
749,13864Date_06_08_2019.jpg,armature,186,391,2,358
750,13864Date_06_08_2019.jpg,armature,383,615,7,140
751,13865Date_06_08_2019.jpg,armature,340,703,3,373
752,13880Date_06_08_2019.jpg,wood,76,251,294,399
753,13886Date_06_08_2019.jpg,armature,113,513,1,279
754,13887Date_06_08_2019.jpg,armature,157,563,4,285
755,13896Date_06_08_2019.jpg,wood,116,391,265,362
756,1389Date_02_08_2019.jpg,other,221,407,9,117
757,13900Date_06_08_2019.jpg,armature,180,520,0,254
758,13905Date_06_08_2019.jpg,armature,192,652,14,270
759,13924Date_06_08_2019.jpg,armature,566,703,81,283
760,13928Date_06_08_2019.jpg,armature,508,655,28,76
761,13935Date_06_08_2019.jpg,armature,117,229,237,419
762,13938Date_06_08_2019.jpg,armature,2,380,0,268
763,13939Date_06_08_2019.jpg,armature,280,674,3,288
764,1394Date_02_08_2019.jpg,armature,113,322,272,403
765,13957Date_06_08_2019.jpg,armature,266,527,2,397
766,13961Date_06_08_2019.jpg,armature,79,410,135,293
767,13963Date_06_08_2019.jpg,armature,158,312,66,334
768,13985Date_06_08_2019.jpg,armature,1,357,14,282
769,13990Date_06_08_2019.jpg,armature,136,419,179,419
770,13993Date_06_08_2019.jpg,armature,2,300,9,420
771,13994Date_06_08_2019.jpg,armature,207,597,206,418
772,13994Date_06_08_2019.jpg,armature,442,702,135,339
773,14000Date_06_08_2019.jpg,armature,416,683,129,387
774,14002Date_06_08_2019.jpg,armature,106,591,1,267
775,14003Date_06_08_2019.jpg,armature,438,616,38,178
776,14005Date_06_08_2019.jpg,armature,34,442,187,305
777,14006Date_06_08_2019.jpg,armature,37,703,205,371
778,14007Date_06_08_2019.jpg,armature,136,618,216,385
779,14008Date_06_08_2019.jpg,armature,90,492,0,280
780,1401Date_02_08_2019.jpg,armature,0,439,105,258
781,14020Date_06_08_2019.jpg,armature,436,674,50,362
782,14021Date_06_08_2019.jpg,armature,193,436,82,341
783,14024Date_06_08_2019.jpg,armature,1,482,0,186
784,14029Date_06_08_2019.jpg,armature,2,128,119,388
785,1402Date_02_08_2019.jpg,armature,357,655,109,302
786,14063Date_06_08_2019.jpg,armature,24,320,30,254
787,14064Date_06_08_2019.jpg,armature,149,460,39,260
788,14072Date_06_08_2019.jpg,armature,2,386,0,174
789,14073Date_06_08_2019.jpg,armature,91,699,1,197
790,1407Date_02_08_2019.jpg,armature,135,447,1,419
791,14086Date_06_08_2019.jpg,armature,105,336,218,390
792,14086Date_06_08_2019.jpg,armature,203,249,1,130
793,14087Date_06_08_2019.jpg,armature,198,429,0,394
794,14088Date_06_08_2019.jpg,armature,102,195,52,230
795,14088Date_06_08_2019.jpg,armature,523,703,85,418
796,14089Date_06_08_2019.jpg,armature,145,581,55,256
797,14091Date_06_08_2019.jpg,armature,263,387,1,421
798,14094Date_06_08_2019.jpg,armature,55,292,268,404
799,14095Date_06_08_2019.jpg,armature,331,628,295,418
800,14101Date_06_08_2019.jpg,other,213,343,168,420
801,1410Date_02_08_2019.jpg,armature,162,392,24,139
802,14118Date_06_08_2019.jpg,armature,1,469,38,259
803,14118Date_06_08_2019.jpg,armature,448,700,171,379
804,14123Date_06_08_2019.jpg,armature,0,162,20,229
805,14123Date_06_08_2019.jpg,wood,221,324,7,112
806,14128Date_06_08_2019.jpg,armature,359,462,134,367
807,14130Date_06_08_2019.jpg,armature,74,529,133,275
808,14130Date_06_08_2019.jpg,armature,1,89,9,382
809,14136Date_06_08_2019.jpg,armature,123,369,5,162
810,1415Date_02_08_2019.jpg,wood,154,229,158,300
811,14166Date_06_08_2019.jpg,armature,238,606,4,388
812,14175Date_06_08_2019.jpg,armature,111,417,114,387
813,14176Date_06_08_2019.jpg,armature,138,514,72,397
814,1418Date_02_08_2019.jpg,armature,129,334,145,346
815,14252Date_06_08_2019.jpg,armature,87,213,220,418
816,14253Date_06_08_2019.jpg,armature,219,335,236,418
817,14254Date_06_08_2019.jpg,armature,459,567,259,419
818,14264Date_06_08_2019.jpg,armature,1,220,270,377
819,14265Date_06_08_2019.jpg,armature,191,644,29,412
820,14286Date_06_08_2019.jpg,armature,124,193,170,246
821,14291Date_06_08_2019.jpg,armature,1,257,0,199
822,14302Date_06_08_2019.jpg,armature,2,264,133,296
823,14308Date_06_08_2019.jpg,armature,38,334,58,202
824,14309Date_06_08_2019.jpg,armature,354,698,85,222
825,14310Date_06_08_2019.jpg,armature,378,507,219,403
826,14316Date_06_08_2019.jpg,armature,358,524,61,318
827,1431Date_02_08_2019.jpg,armature,138,175,267,408
828,1431Date_02_08_2019.jpg,armature,10,76,88,312
829,1432Date_02_08_2019.jpg,armature,499,574,294,419
830,1432Date_02_08_2019.jpg,armature,355,418,102,338
831,14338Date_06_08_2019.jpg,armature,131,458,115,420
832,14354Date_06_08_2019.jpg,armature,266,457,11,419
833,14368Date_06_08_2019.jpg,armature,93,286,2,417
834,14370Date_06_08_2019.jpg,armature,170,306,73,217
835,14371Date_06_08_2019.jpg,armature,111,351,232,392
836,14380Date_06_08_2019.jpg,wood,266,442,220,332
837,14388Date_06_08_2019.jpg,armature,66,349,123,420
838,14389Date_06_08_2019.jpg,armature,158,446,127,421
839,14395Date_06_08_2019.jpg,armature,184,322,58,247
840,14399Date_06_08_2019.jpg,armature,151,279,112,397
841,14400Date_06_08_2019.jpg,armature,485,627,141,419
842,14401Date_06_08_2019.jpg,wood,153,236,46,144
843,14406Date_06_08_2019.jpg,armature,214,338,10,370
844,14421Date_06_08_2019.jpg,armature,109,174,0,150
845,14421Date_06_08_2019.jpg,armature,276,324,53,121
846,14424Date_06_08_2019.jpg,armature,129,267,174,367
847,14433Date_06_08_2019.jpg,wood,131,281,272,388
848,14436Date_06_08_2019.jpg,wood,408,525,248,415
849,14436Date_06_08_2019.jpg,wood,435,545,34,233
850,1443Date_02_08_2019.jpg,armature,270,410,60,286
851,14444Date_06_08_2019.jpg,armature,160,303,276,419
852,1444Date_02_08_2019.jpg,armature,34,357,53,358
853,14453Date_06_08_2019.jpg,armature,550,692,61,420
854,14460Date_06_08_2019.jpg,armature,98,294,35,342
855,14462Date_06_08_2019.jpg,armature,485,525,268,384
856,14465Date_06_08_2019.jpg,armature,76,374,1,243
857,14466Date_06_08_2019.jpg,armature,358,702,0,295
858,14480Date_06_08_2019.jpg,armature,6,308,0,241
859,14481Date_06_08_2019.jpg,armature,144,456,1,271
860,14486Date_06_08_2019.jpg,armature,336,499,234,394
861,14495Date_06_08_2019.jpg,wood,470,603,193,234
862,14498Date_06_08_2019.jpg,armature,510,590,271,384
863,14508Date_06_08_2019.jpg,wood,95,168,248,357
864,14520Date_06_08_2019.jpg,armature,1,380,93,356
865,14522Date_06_08_2019.jpg,armature,604,703,211,337
866,14530Date_06_08_2019.jpg,wood,501,554,233,382
867,14533Date_06_08_2019.jpg,armature,118,330,163,420
868,14539Date_06_08_2019.jpg,armature,98,204,61,212
869,1455Date_02_08_2019.jpg,armature,193,281,250,328
870,14560Date_06_08_2019.jpg,armature,324,449,138,368
871,14560Date_06_08_2019.jpg,other,217,462,0,287
872,14563Date_06_08_2019.jpg,armature,2,85,0,392
873,14564Date_06_08_2019.jpg,armature,188,370,0,417
874,14574Date_06_08_2019.jpg,armature,129,234,0,134
875,14581Date_06_08_2019.jpg,wood,84,189,0,230
876,14586Date_06_08_2019.jpg,wood,353,408,236,358
877,14586Date_06_08_2019.jpg,wood,267,301,218,303
878,1458Date_02_08_2019.jpg,armature,1,68,1,234
879,14594Date_06_08_2019.jpg,armature,130,300,65,378
880,14595Date_06_08_2019.jpg,armature,196,337,165,322
881,14602Date_06_08_2019.jpg,other,63,341,60,420
882,14607Date_06_08_2019.jpg,armature,78,355,4,216
883,14614Date_06_08_2019.jpg,armature,6,185,68,191
884,14624Date_06_08_2019.jpg,other,51,434,1,420
885,14627Date_06_08_2019.jpg,armature,134,419,247,347
886,1462Date_02_08_2019.jpg,wood,142,229,2,274
887,14653Date_06_08_2019.jpg,other,39,424,161,420
888,14659Date_06_08_2019.jpg,armature,119,239,170,308
889,14662Date_06_08_2019.jpg,armature,138,375,1,293
890,14669Date_06_08_2019.jpg,armature,214,418,182,215
891,14676Date_06_08_2019.jpg,armature,145,394,21,283
892,14682Date_06_08_2019.jpg,other,262,515,11,350
893,14696Date_06_08_2019.jpg,armature,127,300,57,403
894,1469Date_02_08_2019.jpg,armature,2,180,71,419
895,1470Date_02_08_2019.jpg,armature,165,415,61,419
896,14710Date_06_08_2019.jpg,armature,328,375,264,354
897,14712Date_06_08_2019.jpg,armature,144,330,0,124
898,1472Date_02_08_2019.jpg,other,373,505,240,420
899,14731Date_06_08_2019.jpg,armature,47,238,0,245
900,14737Date_06_08_2019.jpg,armature,137,364,64,322
901,14738Date_06_08_2019.jpg,armature,398,640,88,347
902,14739Date_06_08_2019.jpg,armature,439,680,95,350
903,14748Date_06_08_2019.jpg,wood,236,593,349,419
904,14749Date_06_08_2019.jpg,armature,116,402,177,420
905,14755Date_06_08_2019.jpg,armature,12,167,0,151
906,14775Date_06_08_2019.jpg,wood,166,211,221,337
907,14776Date_06_08_2019.jpg,armature,1,246,0,300
908,14777Date_06_08_2019.jpg,armature,45,339,4,331
909,1480Date_02_08_2019.jpg,armature,3,276,80,301
910,14813Date_06_08_2019.jpg,wood,137,244,144,257
911,14819Date_06_08_2019.jpg,armature,4,389,25,115
912,1481Date_02_08_2019.jpg,armature,299,631,137,321
913,14822Date_06_08_2019.jpg,armature,340,558,133,350
914,14850Date_06_08_2019.jpg,armature,34,306,0,407
915,14852Date_06_08_2019.jpg,armature,233,513,20,414
916,1485Date_02_08_2019.jpg,armature,1,93,275,327
917,1486Date_02_08_2019.jpg,armature,165,545,66,406
918,14960Date_06_08_2019.jpg,armature,171,294,99,192
919,14962Date_06_08_2019.jpg,armature,257,503,241,419
920,14980Date_06_08_2019.jpg,armature,2,340,73,246
921,14996Date_06_08_2019.jpg,armature,185,469,129,343
922,1502Date_02_08_2019.jpg,armature,66,331,1,407
923,1505Date_02_08_2019.jpg,armature,116,266,0,245
924,1506Date_02_08_2019.jpg,armature,116,623,0,265
925,1511Date_02_08_2019.jpg,armature,106,214,11,182
926,1514Date_02_08_2019.jpg,armature,131,211,260,405
927,1517Date_02_08_2019.jpg,armature,180,425,2,371
928,1524Date_02_08_2019.jpg,armature,4,363,83,346
929,1527Date_02_08_2019.jpg,armature,30,326,73,387
930,1530Date_02_08_2019.jpg,armature,2,360,79,165
931,1530Date_02_08_2019.jpg,other,529,639,130,392
932,1533Date_02_08_2019.jpg,armature,74,673,56,401
933,1539Date_02_08_2019.jpg,armature,163,403,18,313
934,1549Date_02_08_2019.jpg,armature,182,263,29,272
935,1561Date_02_08_2019.jpg,armature,105,218,14,375
936,1576Date_02_08_2019.jpg,armature,306,476,183,239
937,1576Date_02_08_2019.jpg,other,341,544,204,372
938,1578Date_02_08_2019.jpg,armature,161,535,43,218
939,1586Date_02_08_2019.jpg,armature,98,569,159,370
940,1587Date_02_08_2019.jpg,armature,139,665,159,378
941,1589Date_02_08_2019.jpg,armature,491,578,79,116
942,15out123.jpg,other,484,703,9,372
943,1632Date_02_08_2019.jpg,armature,146,269,135,264
944,1645Date_02_08_2019.jpg,armature,192,280,1,120
945,1663Date_02_08_2019.jpg,armature,153,316,203,326
946,1693Date_02_08_2019.jpg,wood,602,657,124,262
947,1695Date_02_08_2019.jpg,wood,128,189,110,369
948,1714Date_02_08_2019.jpg,armature,148,445,239,363
949,1722Date_02_08_2019.jpg,other,420,477,208,299
950,1724Date_02_08_2019.jpg,other,138,215,100,235
951,1726Date_02_08_2019.jpg,armature,116,205,106,244
952,1738Date_02_08_2019.jpg,armature,141,270,55,94
953,1747Date_02_08_2019.jpg,armature,238,559,71,418
954,1747Date_02_08_2019.jpg,armature,433,577,43,103
955,1753Date_02_08_2019.jpg,armature,129,575,177,407
956,1754Date_02_08_2019.jpg,armature,226,666,189,416
957,1762Date_02_08_2019.jpg,armature,200,376,41,212
958,1773Date_02_08_2019.jpg,wood,66,236,4,353
959,1779Date_02_08_2019.jpg,armature,97,343,38,340
960,1782Date_02_08_2019.jpg,armature,96,272,0,258
961,1791Date_02_08_2019.jpg,wood,179,339,208,368
962,1792Date_02_08_2019.jpg,armature,137,268,77,192
963,17out159.jpg,wood,427,702,33,230
